"","event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","FID","geometry"
"78026","SOM8063","2011-11-10",2011,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","AL SHABAAB","",2,"","",0,20,"",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dhobley",1,"Undisclosed Source","Local partner-Other","TENSIONS WERE HIGH IN DHOOBLEY AND DEGELEBA AFTER MOVEMENTS OF AS FIGHTERS WERE REPORTED IN THE AREA BY LOCAL PASTORALISTS. RAS KAMBOONI MILITIAS WERE ALSO REPORTED TO HAVE BEEN CONDUCTING HOUSE TO HOUSE SEARCHES IN DHOOBLEY AFTER HAVING RECEIVED INFORMATION THAT AS FIGHTERS DRESSED IN CIVILIAN CLOTHES HAD BEEN DEPLOYED IN THE TOWN IN ORDER TO CONDUCT BOMB ATTACKS AND ASSASSINATIONS.",0,"",1571260159,2696,c(41.0124, 0.4063)
"78413","SOM7789","2011-08-27",2011,1,"Strategic developments","Strategic developments","Change to group/activity","ISIOLO MILITIA","",3,"","",0,30,"",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dhobley",1,"Undisclosed Source","Local partner-Other","MOVEMENT OF FORCES: SEVERAL HUNDRED SOLDIERS PART OF THE ISIOLO MILITIAS LED BY COLONEL ABASS IBRAHIM GUREY MOVED FROM DHOOBLEY TO GERILEY, DAARASALAAM AND COWS QURUN VILLAGES OF GEDO REGION. UNCONFIRMED REPORTS INDICATE THAT THE MOVE SHOULD ALLOW ISIOLO MILITIAS TO REINFORCE THEIR POSITIONS IN CEEL WAAQ.",0,"",1571260159,2746,c(41.0124, 0.4063)
"78495","KEN3071","2011-08-17",2011,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Garissa","Township","Ade Dertu",1,"Star (Kenya)","National","A CHILD IS KILLED AND THREE OTHERS INJURED WHEN THE GROUP CAME ACROSS A HAND GRENADE WHEN THEY WERE GRAZING THEIR ANIMALS.",1,"",1618560676,2751,c(39.7798, -0.3505)
"78812","KEN3062","2011-06-25",2011,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",1,"AFP","International","FOUR VILLAGERS AND SIX CATTLE THIEVES WERE KILLED OVERNIGHT IN CLASHES NEAR ISIOLO IN CENTRAL KENYA. VILLAGERS CONFRONTED THE RAIDERS AND THERE WAS AN EXCHANGE OF FIRE. FOUR OF THE VILLAGERS WERE SHOT DEAD AND THE SIX OTHER DEAD ARE THE RAIDERS.",10,"",1618560675,2773,c(37.5822, 0.3546)
"79633","ETH1518","2011-02-05",2011,1,"Political violence","Violence against civilians","Attack","MILITARY FORCES OF ETHIOPIA (1991-2018)","",1,"CIVILIANS (ETHIOPIA)","AFAR ETHNIC GROUP (ETHIOPIA)",7,17,"Civilian targeting",231,"Eastern Africa","Ethiopia","Somali","Liban","Filtu","Afar Dogut",2,"All Africa; Local Source","International","GOVERNMENT FORCES KILL FIVE AFAR PASTORALISTS.",5,"",1618529691,2848,c(41.0333, 4.4833)
"79651","KEN2969","2011-01-31",2011,1,"Political violence","Battles","Armed clash","ORMA ETHNIC MILITIA (KENYA)","",4,"WARDEI ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Tana River","Galole","Chewani","Hola",3,"Daily Nation (Kenya)","National","SIX PEOPLE WERE KILLED IN A FRESH WAVE OF CLASHES BETWEEN THE ORMA AND WARDEI COMMUNITIES IN TANA NORTH DISTRICT. THE DEAD INCLUDED A FOUR-YEAR-OLD BOY AND FOUR CATTLE RUSTLERS WHO WERE KILLED SHORTLY AFTER DRIVING AWAY CATTLE FROM BANGALE AREA.",6,"",1561469146,2851,c(40.0333, -1.5036)
"79697","KEN2955","2011-01-07",2011,1,"Political violence","Violence against civilians","Attack","AL SHABAAB","",2,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,27,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Dadaab","Dadaab","Dadaab Refugee Camp",1,"Daily Nation (Kenya)","National","A KENYAN HERDER WAS ON FRIDAY KILLED IN SOMALIA BY MEMBERS OF THE ISLAMIST GROUP AL SHABAAB FOR REFUSING TO PART WITH HIS FIVE CAMELS AS PAYMENT FOR A YEARLY TAX. HE IS REPORTED TO HAVE BEEN SHOT ON THE HEAD SEVERAL TIMES BEFORE HIS ENTIRE STOCK OF CAMELS WAS CONFISCATED.",1,"",1561469146,2853,c(40.3142, 0.0514)
"79739","KEN2945","2010-12-28",2010,1,"Political violence","Battles","Armed clash","TURKANA ETHNIC MILITIA (KENYA)","",4,"SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",1,"Daily Nation (Kenya)","National","ON 28 DECEMBER 2010, TURKANA AND SAMBURU RAIDERS EXCHANGED GUNFIRE DURING THE DAY IN THE TOWN OF BARAGOI AND A SAMBURU HERDSMAN, 16-YEAR-OLD NKILEI LEKUPUNY, WAS KILLED IN THE GUN BATTLE AND HIS 43 SHEEP AND GOATS TAKEN.",1,"",1651182378,2856,c(36.7833, 1.7833)
"80664","KEN2842","2010-06-25",2010,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Nachola",2,"Daily Nation (Kenya)","National","SUSPECTED TURKANA KILL 3 AND INJURE 4 IN CATTLE RAID IN NACHOLA.",3,"",1668467801,2894,c(36.603, 1.8348)
"80765","KEN2827","2010-06-06",2010,1,"Political violence","Battles","Armed clash","POLICE FORCES OF KENYA (2002-2013)","",1,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",1,"Daily Nation (Kenya)","National","2 POLICE SERIOUSLY INJURED IN CLASHES WITH SPEAR-WIELDING HERDERS IN SAMBURU.",0,"",1618560658,2896,c(36.698, 1.0968)
"81117","KEN2816","2010-04-13",2010,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",1,"All Africa","International","A GROUP OF ARMED CATTLE THRIVES ATTACK AND KILL A VOTER REGISTRATION CLERK.",1,"",1618560657,2907,c(37.5822, 0.3546)
"82109","KEN2711","2009-09-06",2009,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Laisamis","Laisamis","Laisamis",1,"All Africa","International","ARMED RAIDERS ATTACK CIVILIANS, STEAL CATTLE",0,"",1552577625,2938,c(37.8, 1.6)
"82155","KEN2706","2009-08-27",2009,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","Motutemptu",2,"All Africa","International","RAIDERS FROM UNSPECIFIED NEIGHBORING COUNTRY KILL CIVILIANS AND STEAL LIVESTOCK",4,"",1552577625,2941,c(37.0749, 3.2941)
"82161","KEN2705","2009-08-26",2009,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","Motutemptu",2,"All Africa","International","RAIDERS FROM UNSPECIFIED NEIGHBORING COUNTRY KILL CIVILIANS AND STEAL LIVESTOCK",0,"",1552577625,2942,c(37.0749, 3.2941)
"82164","KEN2702","2009-08-25",2009,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","Motutemptu",2,"All Africa","International","RAIDERS FROM UNSPECIFIED NEIGHBORING COUNTRY KILL CIVILIANS AND STEAL LIVESTOCK",0,"",1552577625,2943,c(37.0749, 3.2941)
"82351","KEN2688","2009-07-14",2009,1,"Political violence","Battles","Armed clash","HOME GUARDS","",3,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,34,"",404,"Eastern Africa","Kenya","Meru","Tigania West","Athwana","Bullagardud",2,"All Africa","International","HOME GUARDS KILL CATTLE RAIDER",1,"",1618560648,2959,c(37.5955, 0.4249)
"82484","KEN2685","2009-06-02",2009,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","SAMBURU ETHNIC MILITIA (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Burat","Chasagafarfa",2,"All Africa","International","ARMED RAIDERS KILL CIVILIANS DURING LIVESTOCK RAID ON OUTSKIRTS OF ISIOLO TOWN",5,"",1618560648,2965,c(37.5259, 0.3913)
"82485","KEN2687","2009-06-02",2009,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Mulango",1,"All Africa","International","ARMED RAIDERS KILL CIVILIANS DURING LIVESTOCK RAID ON OUTSKIRTS OF ISIOLO TOWN",0,"",1618560648,2966,c(37.5601, 0.3375)
"82488","KEN2686","2009-06-02",2009,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Garbatulla","Daaba",2,"All Africa","International","ARMED RAIDERS KILL CIVILIANS DURING LIVESTOCK RAID ON OUTSKIRTS OF ISIOLO TOWN",0,"",1618560648,2969,c(38.35, 0.4833)
"82692","KEN2664","2009-04-04",2009,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","GARRE ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Merti","Cherab","Gotu",1,"All Africa","International","ARMED BANDITS RAID VILLAGE, KILL CIVILIANS AND STEAL CATTLE",0,"",1618560646,2974,c(38.7333, 1.1167)
"82958","KEN2645","2009-01-26",2009,1,"Political violence","Battles","Armed clash","POLICE FORCES OF KENYA (2002-2013)","",1,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,14,"",404,"Eastern Africa","Kenya","Marsabit","Laisamis","Logologo","Gudas",1,"Kenya Standard","National","CATTLE RAIDERS CLASH WITH POLICE AT GUDAS WATERING POINT. 2 RAIDERS KILLED AND 2 CIVILIANS KILLED.",4,"",1618560645,2978,c(38.0333, 2.1)
"83048","KEN2632","2009-01-03",2009,1,"Political violence","Violence against civilians","Attack","AJURAN ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Burat","Shab Hills",1,"Kenya Standard","National","SUSPECTED AJURAN MILITIA SHOOT WOMAN AND HER TWO CHILDREN, STEAL LIVESTOCK.",3,"",1618560644,2984,c(37.5027, 0.3971)
"83110","KEN2627","2008-12-21",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Tana River","Galole","Chewani","Hola",3,"All Africa","International","2 KILLED BY UNIDENTIFIED CATTLE RAIDERS - BELIEVED TO BE REVENGE ATTACK FOR 2 HERDERS KILLED ON 20/12/08. LOCATION: BURURI VILLAGE IN TANA RIVER DISTRICT (DISTRICT CAPITAL = HOLA).",0,"",1552577628,2988,c(40.0333, -1.5036)
"83111","KEN2628","2008-12-21",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Tana River","Galole","Chewani","Hola",3,"All Africa","International","1 KILLED BY UNIDENTIFIED CATTLE RAIDERS - BELIEVED TO BE EXTENSION OF REVENGE ATTACK FOR 2 HERDERS KILLED ON 20/12/08. LOCATION: WOLSONREA VILLAGE, TANA RIVER DISTRICT (DISTRICT CAPITAL = HOLA).",1,"",1552577628,2989,c(40.0333, -1.5036)
"83112","KEN2626","2008-12-21",2008,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"POLICE FORCES OF KENYA (2002-2013)","",1,13,"",404,"Eastern Africa","Kenya","Tana River","Galole","Chewani","Hola",3,"All Africa","International","2 KILLED BY UNIDENTIFIED CATTLE RAIDERS (CODED SEPARATELY) - BELIEVED TO BE REVENGE ATTACK FOR 2 HERDERS KILLED ON 20/12/08. POLICE INTERVENED KILLING 3 RAIDERS. LOCATION: BURURI VILLAGE, TANA RIVER DISTRICT (DISTRICT CAPITAL = HOLA).",2,"",1600121120,2990,c(40.0333, -1.5036)
"83132","KEN2624","2008-12-18",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Tana River","Galole","Chewani","Hola",3,"All Africa","International","2 HERDERS KILLED IN BANDITRY ATTACK - LATER LEAD TO REVENGE KILLINGS IN THE AREA (POSSIBLY LINKED WITH ORGANISED ISIOLO BANDITS). LOCATION: ORORESA VILLAGE, BURURI IN TANA RIVER DISTRICT (DISTRICT CAPITAL = HOLA).",2,"",1552577628,2992,c(40.0333, -1.5036)
"83473","KEN2609","2008-10-19",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Mandera East","Bulla Mpya","Koromi",1,"All Africa","International","RENEWED CLAN FIGHTING IN MANDERA DISTRICT BETWEEN RIVAL CLANS. 7 RESIDENTS + 1 OFFICER (NOT INVOLVED IN THE CONFLICT, ONLY PASSING IN CONVOY) KILLED. OVER 800 ANIMALS STOLEN. 31 HOUSES BURNED IN KOROMEY VILLAGE, MANDERA DISTRICT. ACTORES: GARRE & MURULE",0,"",1552577629,3005,c(41.8443, 3.9199)
"83474","KEN2608","2008-10-19",2008,1,"Political violence","Battles","Armed clash","MURLE ETHNIC MILITIA (KENYA)","",4,"GARRE ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Mandera","Mandera East","Bulla Mpya","Koromi",1,"All Africa","International","RENEWED CLAN FIGHTING IN MANDERA DISTRICT BETWEEN RIVAL CLANS. (7 RESIDENTS KILLED + 1 OFFICER IN CONVOY - CODED SEPARATELY). OVER 800 ANIMALS STOLEN. 31 HOUSES BURNED IN KOROMEY VILLAGE, MANDERA DISTRICT.",8,"",1600121120,3006,c(41.8443, 3.9199)
"83602","KEN2602","2008-09-24",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",1,"All Africa","International","5 KILLED DURING RAID BY UNIDENTIFIED ARMED BANDITS. 300 ANIMALS STOLEN. THE BANDITS ESCAPED TOWARDS SAMBURU DISTRICT.",5,"",1618560642,3011,c(37.5822, 0.3546)
"83720","KEN2595","2008-09-03",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED COMMUNAL MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Guba","Guba",1,"Kenya Broadcasting Corporation","National","ETHIOPIAN CATTLE RAIDERS ATTACKED TURBI. ONE KILLED AND ONE ABDUCTED.",1,"",1655158332,3019,c(40.6, 3.8667)
"83911","KEN2558","2008-07-31",2008,1,"Political violence","Battles","Armed clash","POKOT ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2002-2013)","TURKANA ETHNIC GROUP (KENYA)",1,14,"",404,"Eastern Africa","Kenya","Marsabit","Laisamis","Loiyangalani","Mt. Kulal",2,"All Africa","International","POLICE RESERVISTS FROM TURKANA AND HERDSMEN FROM EAST POKOT DISTRICT CLASHED OVER GRAZING PASTURE AS DROUGHT CONTINUED TO HIT MOST PARTS OF THE AREA. LOCATION: KULAL VILLAGE, NEAR MOUNT KULAL. FATALITIES: ESTIMATE ONLY/ TOTAL ONLY - NOT ACTOR SPECIFIC.",11,"",1552577630,3024,c(36.9333, 2.7167)
"83999","KEN2546","2008-07-14",2008,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"AFP","International","5 KILLED DURING CATTLE RAID/ ABOUT 200 ANIMALS STOLEN. NOTE: CATTLE RUSTLING HAS INCREASED IN MANY ARID KENYAN REGIONS IN RECENT MONTHS AS OWNERS SEEK TO RESTOCK HERDS BADLY AFFECTED BY A SEARING DROUGHT ACROSS EAST AFRICA OVER THE LAST THREE YEARS.",5,"",1618560638,3025,c(36.698, 1.0968)
"84582","KEN2516","2008-04-16",2008,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"POLICE FORCES OF KENYA (2002-2013)","",1,13,"",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","North Horr",1,"All Africa","International","ATTACK BY RAIDERS.1 HERDSMAN KILLED (CODED SEPARATELY). 1000 HEADS OF CATTLE STOLEN. POLICE INTERVENED KILLING 12. NEAR SAMBURU AND TURKANA AREAS/ COULD BE RELATED TO ONGOING ETHNIC BASED RAIDS.",13,"",1600121120,3030,c(37.0667, 3.3167)
"84736","KEN2498","2008-03-16",2008,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","POKOT ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Suguta Marmar","Amaya",1,"All Africa","International","6 KILLED IN CATTLE RAID. 1000 CATTLE STOLEN. LOCATION: AMAYO & LUGODI, EAST POKOT DISTRICT, RIFT VALLEY.",6,"",1618560633,3033,c(36.5333, 0.8833)
"85300","KEN2220","2008-01-08",2008,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"Reuters","International","FIGHTING BETWEEN RIVAL PASTORALISTS LEFT 5 DEAD AT KENYAS REMOTE NORTHERN BORDER WITH ETHIOPIA NEAR MARSABIT. 2 OTHERS WERE MISSING REPORTED DEAD. (FATALITIES = TOTAL FOR 2 DAYS OF VIOLENCE - RECORDED ON LAST DAY)",5,"",1552577634,3042,c(37.983, 2.333)
"85312","KEN2217","2008-01-07",2008,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"Reuters","International","FIGHTING BETWEEN RIVAL PASTORALISTS LEFT 5 DEAD AT KENYAS REMOTE NORTHERN BORDER WITH ETHIOPIA NEAR MARSABIT. 2 OTHERS WERE MISSING REPORTED DEAD. (FATALITIES = TOTAL FOR 2 DAYS OF VIOLENCE - RECORDED ON LAST DAY)",5,"",1552577634,3043,c(37.983, 2.333)
"86753","KEN1827","2007-05-21",2007,1,"Political violence","Violence against civilians","Attack","POKOT ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Reuters","International","RAID: 350 ANIMALS STOLEN BY A BAND OF 500. RESULTED IN A THREE HOUR BATTLE, 11 RAIDERS CONFIRMED DEAD, 20 LATER FOUND IN THE BUSHES. LOCATION: UNIDENTIFIED VILLAGE NEAR MARALAL TOWN. DISPUTE: LATER CLAIMED THAT MANY KILLED WERE INNOCENT CIVILIANS, 70 F",0,"",1618560569,3073,c(36.698, 1.0968)
"86754","KEN1826","2007-05-21",2007,1,"Political violence","Battles","Armed clash","POKOT ETHNIC MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2002-2013)","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Reuters","International","RAID: 350 ANIMALS STOLEN BY A BAND OF 500. RESULTED IN A THREE HOUR BATTLE, 11 RAIDERS CONFIRMED DEAD, 20 LATER FOUND IN THE BUSHES. LOCATION: UNIDENTIFIED VILLAGE NEAR MARALAL TOWN. DISPUTE: LATER CLAIMED THAT MANY KILLED WERE INNOCENT CIVILIANS, 70 F",31,"",1618560569,3074,c(36.698, 1.0968)
"86755","KEN1825","2007-05-21",2007,1,"Political violence","Battles","Armed clash","POKOT ETHNIC MILITIA (KENYA)","",4,"SAMBURU ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Reuters","International","RAID: 350 ANIMALS STOLEN. 1 CHILD KILLED BY RAIDERS. LOCATION: UNIDENTIFIED VILLAGE NEAR MARALAL TOWN. SAMBURU RETALIATED.",1,"",1618560569,3075,c(36.698, 1.0968)
"86762","KEN1824","2007-05-20",2007,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Meru","Tigania West","Athwana","Lapulshiki",1,"UNOCHA","Other","21 KILLED DURING A CATTLE RAID INCIDENT, 6 INJURED, 460 DISPLACED",21,"",1618560569,3076,c(37.6037, 0.4564)
"86836","KEN1808","2007-05-07",2007,1,"Political violence","Battles","Armed clash","GABRA ETHNIC MILITIA (KENYA)","",4,"TURKANA ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Moite",2,"Local Source","International","CLASH OCCURRED DURING GABRA RAID OF TURKANA LIVESTOCK",15,"",1574110452,3080,c(37.998, 2.3605)
"87175","KEN1772","2007-02-18",2007,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Marsabit","Moyale","Butiye","Moyale",2,"Local Source","International","CLASH BETWEEN TWO UNIDENTIFIED CLANS AFTER THE SUSPECTED MURDER OF A HERDSMAN",1,"",1618560564,3085,c(39.0528, 3.5094)
"87326","KEN1746","2007-01-18",2007,1,"Political violence","Battles","Armed clash","BORANA ETHNIC MILITIA (ETHIOPIA)","",4,"GABRA ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Garissa","Garissa","Waberi","Garissa",3,"AFP","International","CONTINUATION OF ONGOING TRIBAL FUEDS INCLUDING CATTLE RUSTLING. (FATALITY NOT ACTOR SPECIFIC).",1,"",1618560563,3090,c(39.6461, -0.4536)
"88189","KEN1632","2006-05-20",2006,1,"Political violence","Violence against civilians","Attack","POKOT ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Angata Nayokie","Kisima",2,"All Africa","International","RAIDERS ATTACK VILLAGE, STEAL CATTLE",2,"",1618560544,3131,c(36.6605, 1.2402)
"88272","KEN1628","2006-04-23",2006,1,"Demonstrations","Protests","Peaceful protest","PROTESTERS (KENYA)","SAMBURU ETHNIC GROUP (KENYA)",6,"","",0,60,"",404,"Eastern Africa","Kenya","Turkana","Turkana East","Katilia","Suguta Valley",2,"ISI Emerging Markets Africawire","International","DEMONSTRATION OVER RECENT VIOLENCE AND CATTLE RAIDS",0,"",1567462158,3133,c(36.5167, 2.1667)
"88302","KEN1621","2006-04-14",2006,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Moyale","Sololo","Sololo",2,"All Africa","International","BANDITS STRIKE SOLOLO AREA, STEAL CATTLE",0,"",1552577641,3139,c(38.65, 3.55)
"88305","KEN1620","2006-04-13",2006,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Moyale","Sololo","Sololo",2,"All Africa","International","ETHIOPIAN RAIDERS STEAL 3,000 CATTLE",0,"",1552577641,3140,c(38.65, 3.55)
"89247","KEN1527","2005-06-16",2005,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Saku",2,"All Africa","International","RAIDERS ATTACK VILLAGE, STEAL CATTLE",0,"",1552577643,3181,c(37.9833, 2.3333)
